coordinates	refseqid	gene	circn	hallm	biom_desc	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr1:14057494-14068652	NM_001135610	PRDM2	hsa_circ_0005986	_UV_RESPONSE_DN	PR/SET_domain_2_	0	18	6	6	0	0	0	18	6	2	18	2	18	6	2	2
chr1:14057494-14075982	NM_001135610	PRDM2	hsa_circ_0004861	_UV_RESPONSE_DN	PR/SET_domain_2_	0	7	2	2	0	0	0	7	2	0	7	0	7	2	0	0
chr1:14095612-14099683	NM_001135610	PRDM2	hsa_circ_0005888	_UV_RESPONSE_DN	PR/SET_domain_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:1424583-1426051	NM_031921	ATAD3B	hsa_circ_0009287	_UV_RESPONSE_DN	ATPase_family,_AAA_domain_containing_3B_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:1430864-1464711	NM_031921	ATAD3B	hsa_circ_0000004	_UV_RESPONSE_DN	ATPase_family,_AAA_domain_containing_3B_	5	5	0	0	5	5	5	5	0	0	5	0	5	0	0	0
chr11:43400782-43436326	NM_018259	TTC17	unknown	_UV_RESPONSE_DN	tetratricopeptide_repeat_domain_17_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:43425547-43436326	NM_018259	TTC17	unknown	_UV_RESPONSE_DN	tetratricopeptide_repeat_domain_17_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:43425547-43457884	NM_018259	TTC17	unknown	_UV_RESPONSE_DN	tetratricopeptide_repeat_domain_17_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:44219378-44228509	NM_001178083	EXT2	unknown	_GLYCOLYSIS	exostosin_glycosyltransferase_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:145592632-145595220	NM_001278267	NBPF20	hsa_circ_0007755	_GLYCOLYSIS	NBPF_member_20_	0	9	14	14	0	0	0	9	14	0	9	0	9	14	0	0
chr1:145594038-145595220	NM_001278267	NBPF20	hsa_circ_0003693	_GLYCOLYSIS	NBPF_member_20_	0	8	18	18	0	0	0	8	18	0	8	0	8	18	0	0
chr1:145650482-145663367	NM_001278267	NBPF20	hsa_circ_0013917	_GLYCOLYSIS	NBPF_member_20_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:45880281-45882583	NM_001127457	CRY2	hsa_circ_0021806	_GLYCOLYSIS	cryptochrome_circadian_regulator_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:45883610-45893784	NM_001127457	CRY2	hsa_circ_0000295	_GLYCOLYSIS	cryptochrome_circadian_regulator_2_	0	13	5	5	0	0	0	13	5	0	13	0	13	5	0	0
chr11:46001310-46001517	NM_001101802	PHF21A	unknown	_GLYCOLYSIS	PHD_finger_protein_21A_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:46098304-46105853	NM_001101802	PHF21A	unknown	_GLYCOLYSIS	PHD_finger_protein_21A_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:46098304-46113774	NM_001101802	PHF21A	hsa_circ_0000296	_GLYCOLYSIS	PHD_finger_protein_21A_	6	15	18	18	6	6	6	15	18	0	15	0	15	18	0	0
chr11:46098304-46133329	NM_001101802	PHF21A	unknown	_GLYCOLYSIS	PHD_finger_protein_21A_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:46515157-46529920	NM_017749	AMBRA1	hsa_circ_0007001	_GLYCOLYSIS	autophagy_and_beclin_1_regulator_1_	0	3	9	9	0	0	0	3	9	0	3	0	3	9	0	0
chr11:46515157-46534363	NM_017749	AMBRA1	hsa_circ_0007061	_GLYCOLYSIS	autophagy_and_beclin_1_regulator_1_	0	7	4	4	0	0	0	7	4	0	7	0	7	4	0	0
chr11:46529740-46534363	NM_017749	AMBRA1	hsa_circ_0003110	_GLYCOLYSIS	autophagy_and_beclin_1_regulator_1_	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr11:46563494-46570050	NM_017749	AMBRA1	hsa_circ_0005548	_GLYCOLYSIS	autophagy_and_beclin_1_regulator_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:146724277-146731572	NM_001256336	CHD1L	hsa_circ_0004220	_GLYCOLYSIS	chromodomain_helicase_DNA_binding_protein_1_like_	4	14	17	17	4	4	4	14	17	0	14	0	14	17	0	0
chr1:146757974-146759412	NM_001256336	CHD1L	hsa_circ_0006296	_GLYCOLYSIS	chromodomain_helicase_DNA_binding_protein_1_like_	0	2	8	8	0	0	0	2	8	0	2	0	2	8	0	0
chr11:46776437-46782334	NM_001008938	CKAP5	hsa_circ_0021902	_MITOTIC_SPINDLE	cytoskeleton_associated_protein_5_	2	10	7	7	2	2	2	10	7	0	10	0	10	7	0	0
chr11:46780472-46782334	NM_001008938	CKAP5	unknown	_MITOTIC_SPINDLE	cytoskeleton_associated_protein_5_	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr11:46791512-46810323	NM_001008938	CKAP5	hsa_circ_0021912	_MITOTIC_SPINDLE	cytoskeleton_associated_protein_5_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr11:46792337-46800149	NM_001008938	CKAP5	unknown	_MITOTIC_SPINDLE	cytoskeleton_associated_protein_5_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:46801743-46810323	NM_001008938	CKAP5	unknown	_MITOTIC_SPINDLE	cytoskeleton_associated_protein_5_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:46810230-46812133	NM_001008938	CKAP5	unknown	_MITOTIC_SPINDLE	cytoskeleton_associated_protein_5_	0	3	7	7	0	0	0	3	7	0	3	0	3	7	0	0
chr11:46817143-46819722	NM_001008938	CKAP5	hsa_circ_0003555	_MITOTIC_SPINDLE	cytoskeleton_associated_protein_5_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:147120047-147131890	NM_016361	ACP6	unknown	_MITOTIC_SPINDLE	acid_phosphatase_6,_lysophosphatidic_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:47187818-47189802	NM_001242832	ARFGAP2	hsa_circ_0000298	_MITOTIC_SPINDLE	ADP_ribosylation_factor_GTPase_activating_protein_2_	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr11:47380394-47397280	NM_001080547	SPI1	hsa_circ_0000303	_ALLOGRAFT_REJECTION	Spi-1_proto-oncogene_	2	2	13	13	2	2	2	2	13	0	2	0	2	13	0	0
chr11:47444124-47444524	NM_002804	PSMC3	hsa_circ_0006723	_UV_RESPONSE_UP	proteasome_26S_subunit,_ATPase_3_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:47494639-47504408	NM_001025596	CELF1	unknown	_UV_RESPONSE_UP	CUGBP_Elav-like_family_member_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:47505004-47506075	NM_001025596	CELF1	hsa_circ_0006027	_UV_RESPONSE_UP	CUGBP_Elav-like_family_member_1_	0	4	3	3	0	0	0	4	3	0	4	0	4	3	0	0
chr11:47521004-47528449	NM_001172639	CELF1	hsa_circ_0002379	_UV_RESPONSE_UP	CUGBP_Elav-like_family_member_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:47603639-47604020	NM_004551	NDUFS3	hsa_circ_0022015	_OXIDATIVE_PHOSPHORYLATION	NADH:ubiquinone_oxidoreductase_core_subunit_S3_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:47644252-47653263	NM_014342	MTCH2	unknown	_ADIPOGENESIS	mitochondrial_carrier_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:47772467-47772842	NM_015308	FNBP4	hsa_circ_0022053	_ADIPOGENESIS	formin_binding_protein_4_	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr11:47774467-47776216	NM_015308	FNBP4	hsa_circ_0004075	_ADIPOGENESIS	formin_binding_protein_4_	0	4	9	9	0	0	0	4	9	0	4	0	4	9	0	0
chr11:47837030-47841010	NM_015231	NUP160	unknown	_ADIPOGENESIS	nucleoporin_160_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:150202905-150204264	NM_001136479	ANP32E	hsa_circ_0004300	_E2F_TARGETS	acidic_nuclear_phosphoprotein_32_family_member_E_	0	7	6	6	0	0	0	7	6	0	7	0	7	6	0	0
chr1:150464886-150469384	NM_001271895	TARS2	hsa_circ_0003952	_E2F_TARGETS	threonyl-tRNA_synthetase_2,_mitochondrial_	0	14	17	17	0	0	0	14	17	0	14	0	14	17	0	0
chr1:150464886-150470223	NM_001271895	TARS2	hsa_circ_0014022	_E2F_TARGETS	threonyl-tRNA_synthetase_2,_mitochondrial_	0	2	5	5	0	0	0	2	5	0	2	0	2	5	0	0
chr1:150900179-150913904	NM_001243491	SETDB1	hsa_circ_0003439	_E2F_TARGETS	SET_domain_bifurcated_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:150997086-150998149	NM_021222	PRUNE1	hsa_circ_0006760	_E2F_TARGETS	prune_exopolyphosphatase_1_	0	14	11	11	0	0	0	14	11	0	14	0	14	11	0	0
chr1:150997086-150999803	NM_021222	PRUNE1	hsa_circ_0000126	_E2F_TARGETS	prune_exopolyphosphatase_1_	0	6	5	5	0	0	0	6	5	0	6	0	6	5	0	0
chr1:150999708-151001420	NM_021222	PRUNE1	hsa_circ_0014088	_E2F_TARGETS	prune_exopolyphosphatase_1_	0	5	2	2	0	0	0	5	2	0	5	0	5	2	0	0
chr1:151060665-151079698	NM_144618	GABPB2	unknown	_E2F_TARGETS	GA_binding_protein_transcription_factor_subunit_beta_2_	2	2	0	0	2	2	2	2	0	0	2	0	2	0	0	0
chr1:151139409-151139890	NM_001204848	SCNM1	hsa_circ_0000128	_E2F_TARGETS	sodium_channel_modifier_1_	0	3	12	12	0	0	0	3	12	0	3	0	3	12	0	0
chr1:151150476-151156969	NM_001271087	VPS72	unknown	_E2F_TARGETS	vacuolar_protein_sorting_72_homolog_	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr1:151172201-151172311	NM_001135636	PIP5K1A	unknown	_E2F_TARGETS	phosphatidylinositol-4-phosphate_5-kinase_type_1_alpha_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:151288048-151288985	NM_001198773	PI4KB	hsa_circ_0006892	_E2F_TARGETS	phosphatidylinositol_4-kinase_beta_	0	5	9	9	0	0	0	5	9	0	5	0	5	9	0	0
chr1:151380575-151381304	NM_207171	POGZ	unknown	_E2F_TARGETS	pogo_transposable_element_derived_with_ZNF_domain_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:151400298-151403317	NM_207171	POGZ	hsa_circ_0008704	_E2F_TARGETS	pogo_transposable_element_derived_with_ZNF_domain_	0	3	6	6	0	0	0	3	6	0	3	0	3	6	0	0
chr1:151400298-151414681	NM_207171	POGZ	hsa_circ_0002520	_E2F_TARGETS	pogo_transposable_element_derived_with_ZNF_domain_	0	4	4	4	0	0	0	4	4	0	4	0	4	4	0	0
chr1:151611363-151611595	NM_030918	SNX27	hsa_circ_0000130	_E2F_TARGETS	sorting_nexin_family_member_27_	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr1:151611363-151641111	NM_030918	SNX27	hsa_circ_0000131	_E2F_TARGETS	sorting_nexin_family_member_27_	0	2	2	2	0	0	0	2	2	2	2	2	2	2	2	2
chr1:151611363-151655921	NM_030918	SNX27	hsa_circ_0014186	_E2F_TARGETS	sorting_nexin_family_member_27_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:151611363-151665959	NM_030918	SNX27	hsa_circ_0014188	_E2F_TARGETS	sorting_nexin_family_member_27_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:151630710-151665959	NM_030918	SNX27	unknown	_E2F_TARGETS	sorting_nexin_family_member_27_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:153635690-153636950	NM_001267809	ILF2	hsa_circ_0014263	_MYC_TARGETS_V1	interleukin_enhancer_binding_factor_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:153637695-153641033	NM_001267809	ILF2	hsa_circ_0000133	_MYC_TARGETS_V1	interleukin_enhancer_binding_factor_2_	0	6	5	5	0	0	0	6	5	0	6	0	6	5	0	0
chr1:153640030-153641033	NM_001267809	ILF2	unknown	_MYC_TARGETS_V1	interleukin_enhancer_binding_factor_2_	0	5	4	4	0	0	0	5	4	0	5	0	5	4	0	0
chr1:153732001-153737539	NM_023015	INTS3	hsa_circ_0005948	_MYC_TARGETS_V1	integrator_complex_subunit_3_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:153732786-153737539	NM_023015	INTS3	hsa_circ_0014303	_MYC_TARGETS_V1	integrator_complex_subunit_3_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:153784206-153785928	NM_020699	GATAD2B	unknown	_MYC_TARGETS_V1	GATA_zinc_finger_domain_containing_2B_	0	7	9	9	0	0	0	7	9	0	7	0	7	9	0	0
chr1:153789847-153790647	NM_020699	GATAD2B	unknown	_MYC_TARGETS_V1	GATA_zinc_finger_domain_containing_2B_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:154207066-154207767	NM_001127320	UBAP2L	unknown	_MYC_TARGETS_V1	ubiquitin_associated_protein_2_like_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:154221714-154224129	NM_001127320	UBAP2L	hsa_circ_0006433	_MYC_TARGETS_V1	ubiquitin_associated_protein_2_like_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:154223516-154224129	NM_001127320	UBAP2L	hsa_circ_0004717	_MYC_TARGETS_V1	ubiquitin_associated_protein_2_like_	0	13	16	16	0	0	0	13	16	0	13	0	13	16	0	0
chr1:154233367-154239044	NM_001127320	UBAP2L	hsa_circ_0014414	_MYC_TARGETS_V1	ubiquitin_associated_protein_2_like_	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr1:154309823-154313538	NM_001005855	ATP8B2	unknown	_MYC_TARGETS_V1	ATPase_phospholipid_transporting_8B2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:154561026-154569743	NM_001193495	ADAR	hsa_circ_0005423	_INTERFERON_ALPHA_RESPONSE	adenosine_deaminase,_RNA_specific_	2	7	0	0	2	2	2	7	0	0	7	0	7	0	0	0
chr1:155187754-155208441	NR_002188	GBAP1	hsa_circ_0000136	_INTERFERON_ALPHA_RESPONSE	glucosylceramidase_beta_pseudogene_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:155316173-155317695	NM_018489	ASH1L	hsa_circ_0014558	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr1:155319117-155324421	NM_018489	ASH1L	hsa_circ_0006572	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:155348071-155349907	NM_018489	ASH1L	unknown	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:155348071-155429689	NM_018489	ASH1L	hsa_circ_0014581	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:155365249-155385714	NM_018489	ASH1L	hsa_circ_0014583	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr1:155377932-155385714	NM_018489	ASH1L	hsa_circ_0008161	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr1:155385534-155385714	NM_018489	ASH1L	hsa_circ_0004060	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	2	4	0	0	2	2	2	4	0	0	4	0	4	0	0	0
chr1:155385534-155429689	NM_018489	ASH1L	hsa_circ_0014586	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr1:155408117-155408859	NM_018489	ASH1L	hsa_circ_0000137	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	7	12	19	19	7	7	7	12	19	0	12	0	12	19	0	0
chr1:155408117-155429689	NM_018489	ASH1L	hsa_circ_0003247	_INTERFERON_ALPHA_RESPONSE	ASH1_like_histone_lysine_methyltransferase_	8	23	29	29	8	8	8	23	29	2	23	2	23	29	2	2
chr1:155644800-155649303	NM_001198899	YY1AP1	hsa_circ_0003608	_INTERFERON_ALPHA_RESPONSE	YY1_associated_protein_1_	0	23	23	23	0	0	0	23	23	0	23	0	23	23	0	0
chr1:155691307-155695810	NM_001199849	DAP3	hsa_circ_0014613	_APOPTOSIS	death_associated_protein_3_	0	7	10	10	0	0	0	7	10	0	7	0	7	10	0	0
chr1:155695172-155695810	NM_001199849	DAP3	hsa_circ_0014614	_APOPTOSIS	death_associated_protein_3_	0	5	12	12	0	0	0	5	12	0	5	0	5	12	0	0
chr1:155742856-155747611	NM_001037533	unkn	unknown	_APOPTOSIS	death_associated_protein_3_	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr1:155783424-155784240	NM_001037533	unkn	unknown	_APOPTOSIS	death_associated_protein_3_	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr1:155823066-155823597	NM_001037533	unkn	hsa_circ_0000139	_APOPTOSIS	death_associated_protein_3_	2	11	16	16	2	2	2	11	16	0	11	0	11	16	0	0
chr1:155874101-155874595	NM_001256821	RIT1	hsa_circ_0006575	_PI3K_AKT_MTOR_SIGNALING	Ras_like_without_CAAX_1_	0	5	3	3	0	0	0	5	3	0	5	0	5	3	0	0
chr1:155891165-155891709	NM_014949	KHDC4	hsa_circ_0008998	_PI3K_AKT_MTOR_SIGNALING	KH_domain_containing_4,_pre-mRNA_splicing_factor_	0	5	12	12	0	0	0	5	12	0	5	0	5	12	0	0
chr1:155891165-155895634	NM_014949	KHDC4	hsa_circ_0000140	_PI3K_AKT_MTOR_SIGNALING	KH_domain_containing_4,_pre-mRNA_splicing_factor_	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr1:155896466-155896947	NM_014949	KHDC4	hsa_circ_0008339	_PI3K_AKT_MTOR_SIGNALING	KH_domain_containing_4,_pre-mRNA_splicing_factor_	0	9	10	10	0	0	0	9	10	0	9	0	9	10	0	0
chr1:156233185-156242189	NM_015327	SMG5	unknown	_PI3K_AKT_MTOR_SIGNALING	SMG5,_nonsense_mediated_mRNA_decay_factor_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:156286956-156287338	NM_001008800	CCT3	hsa_circ_0000142	_MYC_TARGETS_V1	chaperonin_containing_TCP1_subunit_3_	0	6	6	6	0	0	0	6	6	0	6	0	6	6	0	0
chr1:156444899-156446994	NM_001271629	MEF2D	hsa_circ_0014737	_MYOGENESIS	myocyte_enhancer_factor_2D_	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr1:156452228-156453222	NM_001271629	MEF2D	hsa_circ_0014741	_MYOGENESIS	myocyte_enhancer_factor_2D_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:156909998-156916807	NM_014784	ARHGEF11	unknown	_MITOTIC_SPINDLE	Rho_guanine_nucleotide_exchange_factor_11_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:156921364-156925591	NM_014784	ARHGEF11	hsa_circ_0014815	_MITOTIC_SPINDLE	Rho_guanine_nucleotide_exchange_factor_11_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr11:57256388-57256865	NM_001198810	SLC43A1	hsa_circ_0022142	_MITOTIC_SPINDLE	solute_carrier_family_43_member_1_	0	2	8	8	0	0	0	2	8	0	2	0	2	8	0	0
chr11:57258696-57259335	NM_001198810	SLC43A1	hsa_circ_0005204	_MITOTIC_SPINDLE	solute_carrier_family_43_member_1_	6	19	7	7	6	6	6	19	7	0	19	0	19	7	0	0
chr1:15860731-15863309	NM_015291	DNAJC16	hsa_circ_0000018	_MITOTIC_SPINDLE	DnaJ_heat_shock_protein_family_(Hsp40)_member_C16_	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr11:59408849-59415386	NM_152716	PATL1	unknown	_MITOTIC_SPINDLE	PAT1_homolog_1,_processing_body_mRNA_decay_factor_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:59426338-59426942	NM_152716	PATL1	hsa_circ_0004162	_MITOTIC_SPINDLE	PAT1_homolog_1,_processing_body_mRNA_decay_factor_	0	3	7	7	0	0	0	3	7	0	3	0	3	7	0	0
chr1:15964801-15970145	NM_032341	DDI2	hsa_circ_0000019	_MITOTIC_SPINDLE	DNA_damage_inducible_1_homolog_2_	3	5	6	6	3	3	3	5	6	0	5	0	5	6	0	0
chr1:15964801-15978390	NM_032341	DDI2	hsa_circ_0000020	_MITOTIC_SPINDLE	DNA_damage_inducible_1_homolog_2_	0	3	6	6	0	0	0	3	6	0	3	0	3	6	0	0
chr1:1601475-1666274	NM_033486	CDK11B	unknown	_MITOTIC_SPINDLE	cyclin_dependent_kinase_11B_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:160206924-160210160	NR_028103	DCAF8	hsa_circ_0014877	_MITOTIC_SPINDLE	DDB1_and_CUL4_associated_factor_8_	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr1:160293220-160302347	NM_001098398	COPA	hsa_circ_0008661	_EPITHELIAL_MESENCHYMAL_TRANSITION	coatomer_protein_complex_subunit_alpha_	5	10	14	14	5	5	5	10	14	3	10	3	10	14	3	3
chr1:16044387-16047883	NM_015164	PLEKHM2	hsa_circ_0000021	_EPITHELIAL_MESENCHYMAL_TRANSITION	pleckstrin_homology_and_RUN_domain_containing_M2_	0	6	0	0	0	0	0	6	0	0	6	0	6	0	0	0
chr1:16046228-16047883	NM_015164	PLEKHM2	hsa_circ_0002733	_EPITHELIAL_MESENCHYMAL_TRANSITION	pleckstrin_homology_and_RUN_domain_containing_M2_	2	2	0	0	2	2	2	2	0	0	2	0	2	0	0	0
chr1:160589565-160593975	NM_003037	SLAMF1	unknown	_INFLAMMATORY_RESPONSE	signaling_lymphocytic_activation_molecule_family_member_1_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:160589565-160604687	NM_003037	SLAMF1	unknown	_INFLAMMATORY_RESPONSE	signaling_lymphocytic_activation_molecule_family_member_1_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:160593885-160604687	NM_003037	SLAMF1	hsa_circ_0014952	_INFLAMMATORY_RESPONSE	signaling_lymphocytic_activation_molecule_family_member_1_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr11:60687157-60688460	NM_024092	TMEM109	hsa_circ_0005701	_INFLAMMATORY_RESPONSE	transmembrane_protein_109_	0	6	14	14	0	0	0	6	14	0	6	0	6	14	0	0
chr11:61031958-61036490	NM_152718	VWCE	unknown	_INFLAMMATORY_RESPONSE	von_Willebrand_factor_C_and_EGF_domains_	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr11:61034933-61036824	NM_152718	VWCE	unknown	_INFLAMMATORY_RESPONSE	von_Willebrand_factor_C_and_EGF_domains_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:61039146-61042056	NM_152718	VWCE	hsa_circ_0022245	_INFLAMMATORY_RESPONSE	von_Willebrand_factor_C_and_EGF_domains_	0	3	5	5	0	0	0	3	5	0	3	0	3	5	0	0
chr11:61044064-61045948	NM_152718	VWCE	hsa_circ_0022249	_INFLAMMATORY_RESPONSE	von_Willebrand_factor_C_and_EGF_domains_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:161071837-161072165	NM_012394	PFDN2	hsa_circ_0000145	_INFLAMMATORY_RESPONSE	prefoldin_subunit_2_	0	7	5	5	0	0	0	7	5	0	7	0	7	5	0	0
chr11:61093082-61097546	NM_001923	DDB1	hsa_circ_0022306	_DNA_REPAIR	damage_specific_DNA_binding_protein_1_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr11:61094250-61097546	NM_001923	DDB1	hsa_circ_0003900	_DNA_REPAIR	damage_specific_DNA_binding_protein_1_	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr11:61096834-61097546	NM_001923	DDB1	hsa_circ_0022308	_DNA_REPAIR	damage_specific_DNA_binding_protein_1_	2	4	5	5	2	2	2	4	5	0	4	0	4	5	0	0
chr11:61102091-61113418	NM_015533	TKFC	unknown	_DNA_REPAIR	triokinase_and_FMN_cyclase_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr11:61133516-61133688	NM_016464	TMEM138	hsa_circ_0005130	_DNA_REPAIR	transmembrane_protein_138_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:61133516-61135470	NM_016464	TMEM138	hsa_circ_0002058	_DNA_REPAIR	transmembrane_protein_138_	7	22	19	19	7	7	7	22	19	0	22	0	22	19	0	0
chr11:61183137-61183991	NM_024811	CPSF7	unknown	_DNA_REPAIR	cleavage_and_polyadenylation_specific_factor_7_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:61205096-61205552	NM_017841	SDHAF2	unknown	_DNA_REPAIR	succinate_dehydrogenase_complex_assembly_factor_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:61205096-61205585	NM_017841	SDHAF2	hsa_circ_0000311	_DNA_REPAIR	succinate_dehydrogenase_complex_assembly_factor_2_	2	18	26	26	2	2	2	18	26	0	18	0	18	26	0	0
chr11:61205096-61213703	NM_017841	SDHAF2	unknown	_DNA_REPAIR	succinate_dehydrogenase_complex_assembly_factor_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:61595966-61615756	NM_001281501	FADS2	unknown	_MTORC1_SIGNALING	fatty_acid_desaturase_2_	0	6	0	0	0	0	0	6	0	0	6	0	6	0	0	0
chr11:61595966-61630850	NM_001281501	FADS2	unknown	_MTORC1_SIGNALING	fatty_acid_desaturase_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr11:61595966-61631258	NM_001281501	FADS2	unknown	_MTORC1_SIGNALING	fatty_acid_desaturase_2_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr11:61595966-61632749	NM_001281501	FADS2	unknown	_MTORC1_SIGNALING	fatty_acid_desaturase_2_	0	9	0	0	0	0	0	9	0	0	9	0	9	0	0	0
chr11:61595966-61633199	NM_001281501	FADS2	unknown	_MTORC1_SIGNALING	fatty_acid_desaturase_2_	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr11:61604765-61608197	NM_001281501	FADS2	unknown	_MTORC1_SIGNALING	fatty_acid_desaturase_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
